Genome	Similarity	evaluation_type	Tree_genome	metric	value
Buchnera_aphidicola_Schizaphis_graminum	91.5	strain	Evolved	Genome fraction(%)	99.953
Buchnera_aphidicola_Schizaphis_graminum	92.0	consensus	Ancestor	Genome fraction(%)	NA
Buchnera_aphidicola_Schizaphis_graminum	92.0	consensus	Evolved	Genome fraction(%)	99.87
Buchnera_aphidicola_Schizaphis_graminum	92.0	strain	Ancestor	Genome fraction(%)	NA
Buchnera_aphidicola_Schizaphis_graminum	92.0	strain	Evolved	Genome fraction(%)	99.87
Buchnera_aphidicola_Schizaphis_graminum	92.5	consensus	Ancestor	Genome fraction(%)	NA
Buchnera_aphidicola_Schizaphis_graminum	92.5	consensus	Evolved	Genome fraction(%)	99.884
Buchnera_aphidicola_Schizaphis_graminum	92.5	strain	Ancestor	Genome fraction(%)	NA
Buchnera_aphidicola_Schizaphis_graminum	92.5	strain	Evolved	Genome fraction(%)	99.884
Buchnera_aphidicola_Schizaphis_graminum	93.0	consensus	Ancestor	Genome fraction(%)	NA
Buchnera_aphidicola_Schizaphis_graminum	93.0	consensus	Evolved	Genome fraction(%)	99.675
Buchnera_aphidicola_Schizaphis_graminum	93.0	strain	Ancestor	Genome fraction(%)	NA
Buchnera_aphidicola_Schizaphis_graminum	93.0	strain	Evolved	Genome fraction(%)	99.675
Buchnera_aphidicola_Schizaphis_graminum	93.5	consensus	Ancestor	Genome fraction(%)	NA
Buchnera_aphidicola_Schizaphis_graminum	93.5	consensus	Evolved	Genome fraction(%)	99.499
Buchnera_aphidicola_Schizaphis_graminum	93.5	strain	Ancestor	Genome fraction(%)	NA
Buchnera_aphidicola_Schizaphis_graminum	93.5	strain	Evolved	Genome fraction(%)	99.499
Buchnera_aphidicola_Schizaphis_graminum	94.0	consensus	Ancestor	Genome fraction(%)	NA
Buchnera_aphidicola_Schizaphis_graminum	94.0	consensus	Evolved	Genome fraction(%)	99.328
Buchnera_aphidicola_Schizaphis_graminum	94.0	strain	Ancestor	Genome fraction(%)	NA
Buchnera_aphidicola_Schizaphis_graminum	94.0	strain	Evolved	Genome fraction(%)	99.328
Buchnera_aphidicola_Schizaphis_graminum	94.5	consensus	Ancestor	Genome fraction(%)	NA
Buchnera_aphidicola_Schizaphis_graminum	94.5	consensus	Evolved	Genome fraction(%)	98.697
Buchnera_aphidicola_Schizaphis_graminum	94.5	strain	Ancestor	Genome fraction(%)	NA
Buchnera_aphidicola_Schizaphis_graminum	94.5	strain	Evolved	Genome fraction(%)	98.697
Buchnera_aphidicola_Schizaphis_graminum	95.0	consensus	Ancestor	Genome fraction(%)	NA
Buchnera_aphidicola_Schizaphis_graminum	95.0	consensus	Evolved	Genome fraction(%)	97.616
Buchnera_aphidicola_Schizaphis_graminum	95.0	strain	Ancestor	Genome fraction(%)	NA
Buchnera_aphidicola_Schizaphis_graminum	95.0	strain	Evolved	Genome fraction(%)	97.616
Buchnera_aphidicola_Schizaphis_graminum	95.5	consensus	Ancestor	Genome fraction(%)	NA
Buchnera_aphidicola_Schizaphis_graminum	95.5	consensus	Evolved	Genome fraction(%)	95.844
Buchnera_aphidicola_Schizaphis_graminum	95.5	strain	Ancestor	Genome fraction(%)	NA
Buchnera_aphidicola_Schizaphis_graminum	95.5	strain	Evolved	Genome fraction(%)	95.844
Buchnera_aphidicola_Schizaphis_graminum	96.0	consensus	Ancestor	Genome fraction(%)	92.772
Buchnera_aphidicola_Schizaphis_graminum	96.0	consensus	Evolved	Genome fraction(%)	NA
Buchnera_aphidicola_Schizaphis_graminum	96.0	strain	Ancestor	Genome fraction(%)	92.772
Buchnera_aphidicola_Schizaphis_graminum	96.0	strain	Evolved	Genome fraction(%)	NA
Buchnera_aphidicola_Schizaphis_graminum	96.5	consensus	Ancestor	Genome fraction(%)	NA
Buchnera_aphidicola_Schizaphis_graminum	96.5	consensus	Evolved	Genome fraction(%)	90.601
Buchnera_aphidicola_Schizaphis_graminum	96.5	strain	Ancestor	Genome fraction(%)	NA
Buchnera_aphidicola_Schizaphis_graminum	96.5	strain	Evolved	Genome fraction(%)	90.601
Buchnera_aphidicola_Schizaphis_graminum	97.0	consensus	Ancestor	Genome fraction(%)	NA
Buchnera_aphidicola_Schizaphis_graminum	97.0	consensus	Evolved	Genome fraction(%)	88.152
Buchnera_aphidicola_Schizaphis_graminum	97.0	strain	Ancestor	Genome fraction(%)	NA
Buchnera_aphidicola_Schizaphis_graminum	97.0	strain	Evolved	Genome fraction(%)	88.152
Buchnera_aphidicola_Schizaphis_graminum	97.5	consensus	Ancestor	Genome fraction(%)	NA
Buchnera_aphidicola_Schizaphis_graminum	97.5	consensus	Evolved	Genome fraction(%)	85.819
Buchnera_aphidicola_Schizaphis_graminum	97.5	strain	Ancestor	Genome fraction(%)	NA
Buchnera_aphidicola_Schizaphis_graminum	97.5	strain	Evolved	Genome fraction(%)	85.819
Buchnera_aphidicola_Schizaphis_graminum	98.0	consensus	Ancestor	Genome fraction(%)	NA
Buchnera_aphidicola_Schizaphis_graminum	98.0	consensus	Evolved	Genome fraction(%)	86.611
Buchnera_aphidicola_Schizaphis_graminum	98.0	strain	Ancestor	Genome fraction(%)	NA
Buchnera_aphidicola_Schizaphis_graminum	98.0	strain	Evolved	Genome fraction(%)	86.611
Buchnera_aphidicola_Schizaphis_graminum	98.5	consensus	Ancestor	Genome fraction(%)	NA
Buchnera_aphidicola_Schizaphis_graminum	98.5	consensus	Evolved	Genome fraction(%)	89.317
Buchnera_aphidicola_Schizaphis_graminum	98.5	strain	Ancestor	Genome fraction(%)	NA
Buchnera_aphidicola_Schizaphis_graminum	98.5	strain	Evolved	Genome fraction(%)	89.317
Buchnera_aphidicola_Schizaphis_graminum	99.0	consensus	Ancestor	Genome fraction(%)	NA
Buchnera_aphidicola_Schizaphis_graminum	99.0	consensus	Evolved	Genome fraction(%)	91.301
Buchnera_aphidicola_Schizaphis_graminum	99.0	strain	Ancestor	Genome fraction(%)	NA
Buchnera_aphidicola_Schizaphis_graminum	99.0	strain	Evolved	Genome fraction(%)	91.301
Buchnera_aphidicola_Schizaphis_graminum	99.5	consensus	Ancestor	Genome fraction(%)	NA
Buchnera_aphidicola_Schizaphis_graminum	99.5	consensus	Evolved	Genome fraction(%)	93.202
Buchnera_aphidicola_Schizaphis_graminum	99.5	strain	Ancestor	Genome fraction(%)	NA
Buchnera_aphidicola_Schizaphis_graminum	99.5	strain	Evolved	Genome fraction(%)	93.202
Caenorhabditis_briggsae	90.0	consensus	Ancestor	Genome fraction(%)	92.694
Caenorhabditis_briggsae	90.0	consensus	Evolved	Genome fraction(%)	96.771
Caenorhabditis_briggsae	90.0	strain	Ancestor	Genome fraction(%)	92.694
Caenorhabditis_briggsae	90.0	strain	Evolved	Genome fraction(%)	96.771
Caenorhabditis_briggsae	90.5	consensus	Ancestor	Genome fraction(%)	92.702
Caenorhabditis_briggsae	90.5	consensus	Evolved	Genome fraction(%)	96.781
Caenorhabditis_briggsae	90.5	strain	Ancestor	Genome fraction(%)	92.702
Caenorhabditis_briggsae	90.5	strain	Evolved	Genome fraction(%)	96.781
Caenorhabditis_briggsae	91.0	consensus	Ancestor	Genome fraction(%)	92.586
Caenorhabditis_briggsae	91.0	consensus	Evolved	Genome fraction(%)	96.736
Caenorhabditis_briggsae	91.0	strain	Ancestor	Genome fraction(%)	92.586
Caenorhabditis_briggsae	91.0	strain	Evolved	Genome fraction(%)	96.736
Caenorhabditis_briggsae	91.5	consensus	Ancestor	Genome fraction(%)	92.556
Caenorhabditis_briggsae	91.5	consensus	Evolved	Genome fraction(%)	96.559
Caenorhabditis_briggsae	91.5	strain	Ancestor	Genome fraction(%)	92.556
Caenorhabditis_briggsae	91.5	strain	Evolved	Genome fraction(%)	96.559
Caenorhabditis_briggsae	92.0	consensus	Ancestor	Genome fraction(%)	92.318
Caenorhabditis_briggsae	92.0	consensus	Evolved	Genome fraction(%)	96.557
Caenorhabditis_briggsae	92.0	strain	Ancestor	Genome fraction(%)	92.318
Caenorhabditis_briggsae	92.0	strain	Evolved	Genome fraction(%)	96.557
Caenorhabditis_briggsae	92.5	consensus	Ancestor	Genome fraction(%)	92.064
Caenorhabditis_briggsae	92.5	consensus	Evolved	Genome fraction(%)	96.418
Caenorhabditis_briggsae	92.5	strain	Ancestor	Genome fraction(%)	91.996
Caenorhabditis_briggsae	92.5	strain	Evolved	Genome fraction(%)	96.335
Caenorhabditis_briggsae	93.0	consensus	Ancestor	Genome fraction(%)	91.734
Caenorhabditis_briggsae	93.0	consensus	Evolved	Genome fraction(%)	96.041
Caenorhabditis_briggsae	93.0	strain	Ancestor	Genome fraction(%)	91.677
Caenorhabditis_briggsae	93.0	strain	Evolved	Genome fraction(%)	95.958
Caenorhabditis_briggsae	93.5	consensus	Ancestor	Genome fraction(%)	91.303
Caenorhabditis_briggsae	93.5	consensus	Evolved	Genome fraction(%)	95.679
Caenorhabditis_briggsae	93.5	strain	Ancestor	Genome fraction(%)	91.291
Caenorhabditis_briggsae	93.5	strain	Evolved	Genome fraction(%)	95.619
Caenorhabditis_briggsae	94.0	consensus	Ancestor	Genome fraction(%)	90.342
Caenorhabditis_briggsae	94.0	consensus	Evolved	Genome fraction(%)	95.243
Caenorhabditis_briggsae	94.0	strain	Ancestor	Genome fraction(%)	90.275
Caenorhabditis_briggsae	94.0	strain	Evolved	Genome fraction(%)	95.167
Caenorhabditis_briggsae	94.5	consensus	Ancestor	Genome fraction(%)	89.542
Caenorhabditis_briggsae	94.5	consensus	Evolved	Genome fraction(%)	94.316
Caenorhabditis_briggsae	94.5	strain	Ancestor	Genome fraction(%)	89.37
Caenorhabditis_briggsae	94.5	strain	Evolved	Genome fraction(%)	94.257
Caenorhabditis_briggsae	95.0	consensus	Ancestor	Genome fraction(%)	88.038
Caenorhabditis_briggsae	95.0	consensus	Evolved	Genome fraction(%)	92.974
Caenorhabditis_briggsae	95.0	strain	Ancestor	Genome fraction(%)	87.797
Caenorhabditis_briggsae	95.0	strain	Evolved	Genome fraction(%)	92.745
Caenorhabditis_briggsae	95.5	consensus	Ancestor	Genome fraction(%)	85.922
Caenorhabditis_briggsae	95.5	consensus	Evolved	Genome fraction(%)	91.05
Caenorhabditis_briggsae	95.5	strain	Ancestor	Genome fraction(%)	85.364
Caenorhabditis_briggsae	95.5	strain	Evolved	Genome fraction(%)	90.686
Caenorhabditis_briggsae	96.0	consensus	Ancestor	Genome fraction(%)	82.674
Caenorhabditis_briggsae	96.0	consensus	Evolved	Genome fraction(%)	87.929
Caenorhabditis_briggsae	96.0	strain	Ancestor	Genome fraction(%)	81.941
Caenorhabditis_briggsae	96.0	strain	Evolved	Genome fraction(%)	87.224
Caenorhabditis_briggsae	96.5	consensus	Ancestor	Genome fraction(%)	79.088
Caenorhabditis_briggsae	96.5	consensus	Evolved	Genome fraction(%)	84.267
Caenorhabditis_briggsae	96.5	strain	Ancestor	Genome fraction(%)	77.128
Caenorhabditis_briggsae	96.5	strain	Evolved	Genome fraction(%)	82.599
Caenorhabditis_briggsae	97.0	consensus	Ancestor	Genome fraction(%)	75.117
Caenorhabditis_briggsae	97.0	consensus	Evolved	Genome fraction(%)	79.807
Caenorhabditis_briggsae	97.0	strain	Ancestor	Genome fraction(%)	71.029
Caenorhabditis_briggsae	97.0	strain	Evolved	Genome fraction(%)	75.929
Caenorhabditis_briggsae	97.5	consensus	Ancestor	Genome fraction(%)	72.596
Caenorhabditis_briggsae	97.5	consensus	Evolved	Genome fraction(%)	76.081
Caenorhabditis_briggsae	97.5	strain	Ancestor	Genome fraction(%)	64.61
Caenorhabditis_briggsae	97.5	strain	Evolved	Genome fraction(%)	67.578
Caenorhabditis_briggsae	98.0	consensus	Ancestor	Genome fraction(%)	73.035
Caenorhabditis_briggsae	98.0	consensus	Evolved	Genome fraction(%)	75.564
Caenorhabditis_briggsae	98.0	strain	Ancestor	Genome fraction(%)	57.524
Caenorhabditis_briggsae	98.0	strain	Evolved	Genome fraction(%)	58.826
Caenorhabditis_briggsae	98.5	consensus	Ancestor	Genome fraction(%)	77.587
Caenorhabditis_briggsae	98.5	consensus	Evolved	Genome fraction(%)	79.164
Caenorhabditis_briggsae	98.5	strain	Ancestor	Genome fraction(%)	52.438
Caenorhabditis_briggsae	98.5	strain	Evolved	Genome fraction(%)	50.369
Caenorhabditis_briggsae	99.0	consensus	Ancestor	Genome fraction(%)	83.693
Caenorhabditis_briggsae	99.0	consensus	Evolved	Genome fraction(%)	84.568
Caenorhabditis_briggsae	99.0	strain	Ancestor	Genome fraction(%)	48.708
Caenorhabditis_briggsae	99.0	strain	Evolved	Genome fraction(%)	45.53
Caenorhabditis_briggsae	99.5	consensus	Ancestor	Genome fraction(%)	87.047
Caenorhabditis_briggsae	99.5	consensus	Evolved	Genome fraction(%)	88.241
Caenorhabditis_briggsae	99.5	strain	Ancestor	Genome fraction(%)	46.355
Caenorhabditis_briggsae	99.5	strain	Evolved	Genome fraction(%)	45.08
Campylobacter_jejuni	90.0	consensus	Ancestor	Genome fraction(%)	98.571
Campylobacter_jejuni	90.0	consensus	Evolved	Genome fraction(%)	99.993
Campylobacter_jejuni	90.0	strain	Ancestor	Genome fraction(%)	98.571
Campylobacter_jejuni	90.0	strain	Evolved	Genome fraction(%)	99.993
Campylobacter_jejuni	90.5	consensus	Ancestor	Genome fraction(%)	98.553
Campylobacter_jejuni	90.5	consensus	Evolved	Genome fraction(%)	99.97
Campylobacter_jejuni	90.5	strain	Ancestor	Genome fraction(%)	98.553
Campylobacter_jejuni	90.5	strain	Evolved	Genome fraction(%)	99.97
Campylobacter_jejuni	91.0	consensus	Ancestor	Genome fraction(%)	98.476
Campylobacter_jejuni	91.0	consensus	Evolved	Genome fraction(%)	99.961
Campylobacter_jejuni	91.0	strain	Ancestor	Genome fraction(%)	98.476
Campylobacter_jejuni	91.0	strain	Evolved	Genome fraction(%)	99.961
Campylobacter_jejuni	91.5	consensus	Ancestor	Genome fraction(%)	98.293
Campylobacter_jejuni	91.5	consensus	Evolved	Genome fraction(%)	99.673
Campylobacter_jejuni	91.5	strain	Ancestor	Genome fraction(%)	98.293
Campylobacter_jejuni	91.5	strain	Evolved	Genome fraction(%)	99.673
Campylobacter_jejuni	92.0	consensus	Ancestor	Genome fraction(%)	98.339
Campylobacter_jejuni	92.0	consensus	Evolved	Genome fraction(%)	99.867
Campylobacter_jejuni	92.0	strain	Ancestor	Genome fraction(%)	98.339
Campylobacter_jejuni	92.0	strain	Evolved	Genome fraction(%)	99.867
Campylobacter_jejuni	92.5	consensus	Ancestor	Genome fraction(%)	98.207
Campylobacter_jejuni	92.5	consensus	Evolved	Genome fraction(%)	99.276
Campylobacter_jejuni	92.5	strain	Ancestor	Genome fraction(%)	98.207
Campylobacter_jejuni	92.5	strain	Evolved	Genome fraction(%)	99.276
Campylobacter_jejuni	93.0	consensus	Ancestor	Genome fraction(%)	97.883
Campylobacter_jejuni	93.0	consensus	Evolved	Genome fraction(%)	99.52
Campylobacter_jejuni	93.0	strain	Ancestor	Genome fraction(%)	97.883
Campylobacter_jejuni	93.0	strain	Evolved	Genome fraction(%)	99.266
Campylobacter_jejuni	93.5	consensus	Ancestor	Genome fraction(%)	97.612
Campylobacter_jejuni	93.5	consensus	Evolved	Genome fraction(%)	99.166
Campylobacter_jejuni	93.5	strain	Ancestor	Genome fraction(%)	97.612
Campylobacter_jejuni	93.5	strain	Evolved	Genome fraction(%)	99.166
Campylobacter_jejuni	94.0	consensus	Ancestor	Genome fraction(%)	96.849
Campylobacter_jejuni	94.0	consensus	Evolved	Genome fraction(%)	98.567
Campylobacter_jejuni	94.0	strain	Ancestor	Genome fraction(%)	96.849
Campylobacter_jejuni	94.0	strain	Evolved	Genome fraction(%)	98.13
Campylobacter_jejuni	94.5	consensus	Ancestor	Genome fraction(%)	94.856
Campylobacter_jejuni	94.5	consensus	Evolved	Genome fraction(%)	97.862
Campylobacter_jejuni	94.5	strain	Ancestor	Genome fraction(%)	94.585
Campylobacter_jejuni	94.5	strain	Evolved	Genome fraction(%)	97.704
Campylobacter_jejuni	95.0	consensus	Ancestor	Genome fraction(%)	94.212
Campylobacter_jejuni	95.0	consensus	Evolved	Genome fraction(%)	96.141
Campylobacter_jejuni	95.0	strain	Ancestor	Genome fraction(%)	93.763
Campylobacter_jejuni	95.0	strain	Evolved	Genome fraction(%)	96.11
Campylobacter_jejuni	95.5	consensus	Ancestor	Genome fraction(%)	92.044
Campylobacter_jejuni	95.5	consensus	Evolved	Genome fraction(%)	93.372
Campylobacter_jejuni	95.5	strain	Ancestor	Genome fraction(%)	91.713
Campylobacter_jejuni	95.5	strain	Evolved	Genome fraction(%)	92.74
Campylobacter_jejuni	96.0	consensus	Ancestor	Genome fraction(%)	88.551
Campylobacter_jejuni	96.0	consensus	Evolved	Genome fraction(%)	89.789
Campylobacter_jejuni	96.0	strain	Ancestor	Genome fraction(%)	87.556
Campylobacter_jejuni	96.0	strain	Evolved	Genome fraction(%)	89.224
Campylobacter_jejuni	96.5	consensus	Ancestor	Genome fraction(%)	85.168
Campylobacter_jejuni	96.5	consensus	Evolved	Genome fraction(%)	86.204
Campylobacter_jejuni	96.5	strain	Ancestor	Genome fraction(%)	83.183
Campylobacter_jejuni	96.5	strain	Evolved	Genome fraction(%)	83.775
Campylobacter_jejuni	97.0	consensus	Ancestor	Genome fraction(%)	83.37
Campylobacter_jejuni	97.0	consensus	Evolved	Genome fraction(%)	82.782
Campylobacter_jejuni	97.0	strain	Ancestor	Genome fraction(%)	78.144
Campylobacter_jejuni	97.0	strain	Evolved	Genome fraction(%)	76.867
Campylobacter_jejuni	97.5	consensus	Ancestor	Genome fraction(%)	81.92
Campylobacter_jejuni	97.5	consensus	Evolved	Genome fraction(%)	80.56
Campylobacter_jejuni	97.5	strain	Ancestor	Genome fraction(%)	69.953
Campylobacter_jejuni	97.5	strain	Evolved	Genome fraction(%)	70.031
Campylobacter_jejuni	98.0	consensus	Ancestor	Genome fraction(%)	81.635
Campylobacter_jejuni	98.0	consensus	Evolved	Genome fraction(%)	83.521
Campylobacter_jejuni	98.0	strain	Ancestor	Genome fraction(%)	63.352
Campylobacter_jejuni	98.0	strain	Evolved	Genome fraction(%)	60.35
Campylobacter_jejuni	98.5	consensus	Ancestor	Genome fraction(%)	88.029
Campylobacter_jejuni	98.5	consensus	Evolved	Genome fraction(%)	87.518
Campylobacter_jejuni	98.5	strain	Ancestor	Genome fraction(%)	55.057
Campylobacter_jejuni	98.5	strain	Evolved	Genome fraction(%)	54.279
Campylobacter_jejuni	99.0	consensus	Ancestor	Genome fraction(%)	94.582
Campylobacter_jejuni	99.0	consensus	Evolved	Genome fraction(%)	94.618
Campylobacter_jejuni	99.0	strain	Ancestor	Genome fraction(%)	56.551
Campylobacter_jejuni	99.0	strain	Evolved	Genome fraction(%)	44.555
Campylobacter_jejuni	99.5	consensus	Ancestor	Genome fraction(%)	97.112
Campylobacter_jejuni	99.5	consensus	Evolved	Genome fraction(%)	97.063
Campylobacter_jejuni	99.5	strain	Ancestor	Genome fraction(%)	57.339
Campylobacter_jejuni	99.5	strain	Evolved	Genome fraction(%)	41.418
Candidatus_Blochmannia_floridanus	90.0	consensus	Ancestor	Genome fraction(%)	99.937
Candidatus_Blochmannia_floridanus	90.0	consensus	Evolved	Genome fraction(%)	99.987
Candidatus_Blochmannia_floridanus	90.0	strain	Ancestor	Genome fraction(%)	99.937
Candidatus_Blochmannia_floridanus	90.0	strain	Evolved	Genome fraction(%)	99.987
Candidatus_Blochmannia_floridanus	90.5	consensus	Ancestor	Genome fraction(%)	98.946
Candidatus_Blochmannia_floridanus	90.5	consensus	Evolved	Genome fraction(%)	99.934
Candidatus_Blochmannia_floridanus	90.5	strain	Ancestor	Genome fraction(%)	98.946
Candidatus_Blochmannia_floridanus	90.5	strain	Evolved	Genome fraction(%)	99.934
Candidatus_Blochmannia_floridanus	91.0	consensus	Ancestor	Genome fraction(%)	99.904
Candidatus_Blochmannia_floridanus	91.0	consensus	Evolved	Genome fraction(%)	99.919
Candidatus_Blochmannia_floridanus	91.0	strain	Ancestor	Genome fraction(%)	99.904
Candidatus_Blochmannia_floridanus	91.0	strain	Evolved	Genome fraction(%)	99.919
Candidatus_Blochmannia_floridanus	91.5	consensus	Ancestor	Genome fraction(%)	99.935
Candidatus_Blochmannia_floridanus	91.5	consensus	Evolved	Genome fraction(%)	99.984
Candidatus_Blochmannia_floridanus	91.5	strain	Ancestor	Genome fraction(%)	99.935
Candidatus_Blochmannia_floridanus	91.5	strain	Evolved	Genome fraction(%)	99.984
Candidatus_Blochmannia_floridanus	92.0	consensus	Ancestor	Genome fraction(%)	99.883
Candidatus_Blochmannia_floridanus	92.0	consensus	Evolved	Genome fraction(%)	99.536
Candidatus_Blochmannia_floridanus	92.0	strain	Ancestor	Genome fraction(%)	99.883
Candidatus_Blochmannia_floridanus	92.0	strain	Evolved	Genome fraction(%)	99.536
Candidatus_Blochmannia_floridanus	92.5	consensus	Ancestor	Genome fraction(%)	99.698
Candidatus_Blochmannia_floridanus	92.5	consensus	Evolved	Genome fraction(%)	99.774
Candidatus_Blochmannia_floridanus	92.5	strain	Ancestor	Genome fraction(%)	99.698
Candidatus_Blochmannia_floridanus	92.5	strain	Evolved	Genome fraction(%)	99.774
Candidatus_Blochmannia_floridanus	93.0	consensus	Ancestor	Genome fraction(%)	99.17
Candidatus_Blochmannia_floridanus	93.0	consensus	Evolved	Genome fraction(%)	98.893
Candidatus_Blochmannia_floridanus	93.0	strain	Ancestor	Genome fraction(%)	98.954
Candidatus_Blochmannia_floridanus	93.0	strain	Evolved	Genome fraction(%)	98.824
Candidatus_Blochmannia_floridanus	93.5	consensus	Ancestor	Genome fraction(%)	98.627
Candidatus_Blochmannia_floridanus	93.5	consensus	Evolved	Genome fraction(%)	99.165
Candidatus_Blochmannia_floridanus	93.5	strain	Ancestor	Genome fraction(%)	98.564
Candidatus_Blochmannia_floridanus	93.5	strain	Evolved	Genome fraction(%)	99.165
Candidatus_Blochmannia_floridanus	94.0	consensus	Ancestor	Genome fraction(%)	98.447
Candidatus_Blochmannia_floridanus	94.0	consensus	Evolved	Genome fraction(%)	97.658
Candidatus_Blochmannia_floridanus	94.0	strain	Ancestor	Genome fraction(%)	98.447
Candidatus_Blochmannia_floridanus	94.0	strain	Evolved	Genome fraction(%)	97.658
Candidatus_Blochmannia_floridanus	94.5	consensus	Ancestor	Genome fraction(%)	96.234
Candidatus_Blochmannia_floridanus	94.5	consensus	Evolved	Genome fraction(%)	96.193
Candidatus_Blochmannia_floridanus	94.5	strain	Ancestor	Genome fraction(%)	96.001
Candidatus_Blochmannia_floridanus	94.5	strain	Evolved	Genome fraction(%)	96.193
Candidatus_Blochmannia_floridanus	95.0	consensus	Ancestor	Genome fraction(%)	95.284
Candidatus_Blochmannia_floridanus	95.0	consensus	Evolved	Genome fraction(%)	95.798
Candidatus_Blochmannia_floridanus	95.0	strain	Ancestor	Genome fraction(%)	95.051
Candidatus_Blochmannia_floridanus	95.0	strain	Evolved	Genome fraction(%)	95.578
Candidatus_Blochmannia_floridanus	95.5	consensus	Ancestor	Genome fraction(%)	93.202
Candidatus_Blochmannia_floridanus	95.5	consensus	Evolved	Genome fraction(%)	93.039
Candidatus_Blochmannia_floridanus	95.5	strain	Ancestor	Genome fraction(%)	92.82
Candidatus_Blochmannia_floridanus	95.5	strain	Evolved	Genome fraction(%)	92.194
Candidatus_Blochmannia_floridanus	96.0	consensus	Ancestor	Genome fraction(%)	90.048
Candidatus_Blochmannia_floridanus	96.0	consensus	Evolved	Genome fraction(%)	90.279
Candidatus_Blochmannia_floridanus	96.0	strain	Ancestor	Genome fraction(%)	88.723
Candidatus_Blochmannia_floridanus	96.0	strain	Evolved	Genome fraction(%)	89.019
Candidatus_Blochmannia_floridanus	96.5	consensus	Ancestor	Genome fraction(%)	87.127
Candidatus_Blochmannia_floridanus	96.5	consensus	Evolved	Genome fraction(%)	86.789
Candidatus_Blochmannia_floridanus	96.5	strain	Ancestor	Genome fraction(%)	84.345
Candidatus_Blochmannia_floridanus	96.5	strain	Evolved	Genome fraction(%)	84.059
Candidatus_Blochmannia_floridanus	97.0	consensus	Ancestor	Genome fraction(%)	83.703
Candidatus_Blochmannia_floridanus	97.0	consensus	Evolved	Genome fraction(%)	82.935
Candidatus_Blochmannia_floridanus	97.0	strain	Ancestor	Genome fraction(%)	77.201
Candidatus_Blochmannia_floridanus	97.0	strain	Evolved	Genome fraction(%)	76.302
Candidatus_Blochmannia_floridanus	97.5	consensus	Ancestor	Genome fraction(%)	81.621
Candidatus_Blochmannia_floridanus	97.5	consensus	Evolved	Genome fraction(%)	82.138
Candidatus_Blochmannia_floridanus	97.5	strain	Ancestor	Genome fraction(%)	69.578
Candidatus_Blochmannia_floridanus	97.5	strain	Evolved	Genome fraction(%)	71.578
Candidatus_Blochmannia_floridanus	98.0	consensus	Ancestor	Genome fraction(%)	85.394
Candidatus_Blochmannia_floridanus	98.0	consensus	Evolved	Genome fraction(%)	81.906
Candidatus_Blochmannia_floridanus	98.0	strain	Ancestor	Genome fraction(%)	61.584
Candidatus_Blochmannia_floridanus	98.0	strain	Evolved	Genome fraction(%)	60.236
Candidatus_Blochmannia_floridanus	98.5	consensus	Ancestor	Genome fraction(%)	88.299
Candidatus_Blochmannia_floridanus	98.5	consensus	Evolved	Genome fraction(%)	87.627
Candidatus_Blochmannia_floridanus	98.5	strain	Ancestor	Genome fraction(%)	57.527
Candidatus_Blochmannia_floridanus	98.5	strain	Evolved	Genome fraction(%)	50.51
Candidatus_Blochmannia_floridanus	99.0	consensus	Ancestor	Genome fraction(%)	96.261
Candidatus_Blochmannia_floridanus	99.0	consensus	Evolved	Genome fraction(%)	96.114
Candidatus_Blochmannia_floridanus	99.0	strain	Ancestor	Genome fraction(%)	53.998
Candidatus_Blochmannia_floridanus	99.0	strain	Evolved	Genome fraction(%)	47.494
Candidatus_Blochmannia_floridanus	99.5	consensus	Ancestor	Genome fraction(%)	98.515
Candidatus_Blochmannia_floridanus	99.5	consensus	Evolved	Genome fraction(%)	98.431
Candidatus_Blochmannia_floridanus	99.5	strain	Ancestor	Genome fraction(%)	56.778
Candidatus_Blochmannia_floridanus	99.5	strain	Evolved	Genome fraction(%)	42.446
Caulobacter_vibrioides	90.0	consensus	Ancestor	Genome fraction(%)	99.286
Caulobacter_vibrioides	90.0	consensus	Evolved	Genome fraction(%)	99.996
Caulobacter_vibrioides	90.0	strain	Ancestor	Genome fraction(%)	99.286
Caulobacter_vibrioides	90.0	strain	Evolved	Genome fraction(%)	99.996
Caulobacter_vibrioides	90.5	consensus	Ancestor	Genome fraction(%)	99.289
Caulobacter_vibrioides	90.5	consensus	Evolved	Genome fraction(%)	99.996
Caulobacter_vibrioides	90.5	strain	Ancestor	Genome fraction(%)	99.289
Caulobacter_vibrioides	90.5	strain	Evolved	Genome fraction(%)	99.996
Caulobacter_vibrioides	91.0	consensus	Ancestor	Genome fraction(%)	99.267
Caulobacter_vibrioides	91.0	consensus	Evolved	Genome fraction(%)	99.992
Caulobacter_vibrioides	91.0	strain	Ancestor	Genome fraction(%)	99.267
Caulobacter_vibrioides	91.0	strain	Evolved	Genome fraction(%)	99.992
Caulobacter_vibrioides	91.5	consensus	Ancestor	Genome fraction(%)	99.098
Caulobacter_vibrioides	91.5	consensus	Evolved	Genome fraction(%)	99.882
Caulobacter_vibrioides	91.5	strain	Ancestor	Genome fraction(%)	99.098
Caulobacter_vibrioides	91.5	strain	Evolved	Genome fraction(%)	99.882
Caulobacter_vibrioides	92.0	consensus	Ancestor	Genome fraction(%)	98.862
Caulobacter_vibrioides	92.0	consensus	Evolved	Genome fraction(%)	99.758
